561211	Abbott & Chambers
, 589063	The Telescopes
, 631864	The Tellers
, 759950	The Temper Trap
, 591556	The Templars
, 709228	The Temptations
, 643862	The Temptations Review feat. Dennis Edwards
, 526657	The Tennors
, 510774	The Tenors
, 537707	The Terrible Twos
, 487693	The Terror Pigeon Dance Revolt!
, 737052	The Terrorist
, 535258	The Test
, 508971	The Tex Mex Experience
, 779532	The Thermals
, 443817	The Thing
, 540449	The Things
, 452728	The Third Planet
, 497392	The Thorns
, 519684	The Thought  Criminals
, 343544	The Thousand Dollar Playboys
, 492238	The Threads
, 505578	The Three Sounds
, 427345	The Three Suns
, 571404	The Three Tenors
, 344506	The Three Tobacco Tags
, 690537	The Thrills
, 611744	The Thrillseekers
, 711736	The Thrones
, 404683	The Thrown Ups
, 502061	The Thulsa Doom
, 408490	The Thumbs
, 444012	The Thunderclaps
, 414070	The Tiger
, 642623	The Tiger Lillies
, 403522	The Tiki Tones
, 570496	The Time
, 503994	The Timeout Drawer
, 379915	The Timetravellers
, 976696	The Timewriter
, 661634	The Toasters
, 356364	The Tobacconists!
, 681744	The Todd Terry Project
, 704509	The Tokens
, 540802	The Tombstone Brawlers
, 401331	The Tonettes
, 572280	The Tony Rich Project
, 682291	The Tossers
, 632801	The Tough Alliance
, 783733	The Toxic Avenger
, 520692	The Toys
, 534487	The Tractors
, 758300	The Tragically Hip
, 614358	The Trammps
, 453104	The Transients
, 573393	The Transit War
, 448592	The Transmissionary Six
, 618692	The Treacherous Three
, 415561	The Trekky Yuletide Orchestra
, 608275	The Tremeloes
, 649094	The Trews
, 550675	The Triffids
, 688242	The Troggs
, 471576	The Trojans
, 249498	The Trouble With Larry
, 467046	The Tunnel Rats
, 596460	The Turbo A.C.'s
, 477110	The Turn-Ons
, 439412	The Turpentines
, 743284	The Turtles
, 696033	The Twilight Sad
, 673337	The Twilight Singers
, 409382	The Twilights
, 341037	The Twin Roots
, 507010	The Twinkle Brothers
, 398379	The Twins Artcore
, 459729	The Twisted Minds
, 453627	The Two-Minute Miracles
, 558207	The Tyde
, 462638	The Tyrant Lizard Kings
, 540899	The UN
, 427224	The USA Is a Monster
, 480058	The Ugly Ducklings
, 499407	The Ukulele Orchestra Of Great Britain
, 495093	The Umbrella Sequence
, 438160	The Unborn Chikken Voices
, 524291	The Undead Family
, 460403	The Undecided
, 615892	The Underdog Project
, 0	The Undertaker
, 645341	The Undertones
, 518775	The Underwolves
, 519692	The Undisputed Truth
, 618995	The Unfinished Sympathy
, 685314	The Unicorns
, 629401	The Union Underground
, 551351	The Uniques
, 409208	The United Sons Of Toil
, 462658	The Universal Indicator
, 337456	The Universal Robot Band
, 283060	The Unknown Ghosts
, 389576	The Unkool Hillbillies
, 516888	The Unlovables
, 504860	The Unsacred Hearts
, 858677	The Unseen
, 668700	The Untamed Youth
, 720324	The Untouchables
, 560721	The Unwinding Hours
, 506466	The Upbeat
, 524790	The Upper Crust
, 465265	The Upper Room
, 532101	The Uprising
, 620419	The Upsetters
, 575627	The Urge
, 604853	The Urges
, 909371	The Used
, 506655	The Usual Suspects
, 481927	The Vacancies
, 486119	The Vacancy
, 546623	The Vagrants
, 313710	The Valentine Brothers
, 514170	The Valentines
, 564637	The Valentinos
, 0	The Vampires Of Dartmoore
, 522235	The Van Jets
, 494211	The Van Pelt
, 406302	The Van-Dells
, 789095	The Vandals
, 645303	The Vandermark 5
, 626036	The Vapors
, 430257	The Vara-Tones
, 589439	The Varukers
, 416090	The Vast Majority
, 585514	The Vaughan Brothers
, 484134	The Veil Kings
, 682713	The Veils
, 340179	The Vejtables
, 585087	The Velvelettes
, 750622	The Velvet Underground
, 623892	The Velvet Underground / Nico
, 423762	The Velvets
, 726604	The Ventures
, 440442	The Verbrilli Sound
, 509865	The Verlaines
, 825315	The Veronicas
, 534052	The Versatiles
, 767730	The Verve
, 703349	The Verve Pipe
, 473243	The Very Hush Hush
, 674353	The Vibrators
, 677973	The Viceroys
, 459762	The Vichy Government
, 584368	The Vicious Five
, 586601	The Victorian English Gentlemens Club
, 715364	The View
, 258503	The Villas
, 494922	The Vindictives
, 786259	The Vines
, 422496	The Vinyl Addicts
, 574443	The Violet Burning
, 520559	The Violets
, 522463	The Vipers Skiffle Group
, 716789	The Virgins
, 608815	The Virtues
, 430800	The Viscounts
, 594214	The Vision Bleak
, 489383	The Visions
, 389668	The Visions Of Shiva
, 462230	The Vital Might
, 390873	The Vocokesh
, 583415	The Vogues
, 476523	The Voices Of Walter Schumann
, 398791	The Volta Sound
, 547631	The Voluntary Butler Scheme
, 510346	The Voluptuous Horror of Karen Black
, 742585	The Von Bondies
, 631413	The Wailers
, 622802	The Wailin' Jennys
, 595111	The Waitresses
, 577491	The Wake
, 570037	The Walkabouts
, 699808	The Walker Brothers
, 228730	The Walking Ruins
, 732598	The Walkmen
, 793854	The Wallflowers
, 516404	The Walrus
, 624852	The Wannadies
, 607190	The War On Drugs
, 648830	The Warlocks
, 578242	The Warren Brothers
, 556518	The Watchmen
, 714805	The Waterboys
, 712114	The Watson Twins
, 520305	The Watts 103rd. Street Rhythm Band
, 352719	The Watts Prophets
, 657353	The Wave
, 652484	The Wave Pictures
, 382597	The Waxwings
, 371740	The Way We Live
, 445528	The Way-Goners
, 530631	The Waybacks
, 667051	The Weakerthans
, 598807	The Weather Girls
, 409104	The Weather Underground
, 798374	The Weathermen
, 547999	The Weavers
, 678922	The Wedding
, 676102	The Wedding Present
, 467570	The Weegs
, 562870	The Week That Was
, 743447	The Weepies
, 532314	The Weirdos
, 557935	The Wellwater Conspiracy
, 426199	The Wesley Willis Fiasco
, 498481	The West Coast Pop Art Experimental Band
, 391672	The West Exit
, 504908	The Westfield Mining Disaster
, 427290	The Wheels
, 677671	The Whigs
, 446691	The Whiles
, 723363	The Whip
, 425862	The Whirling Dervishes
, 627178	The Whispers
, 556181	The White Birch
, 353912	The White House
, 489394	The White Octave
, 462260	The White Sport
, 878811	The White Stripes
, 709543	The White Tie Affair
, 509773	The Whiteliners feat. Lori J. Ward
, 522289	The Whites
, 522289	The Whites & Ricky Scaggs
, 736721	The Whitest Boy Alive
, 509674	The Whitest Kids U' Know
, 599710	The Whitlams
, 840861	The Who
, 551460	The Wiggles
, 415310	The Wigsville Spliffs
, 335452	The Wilburns
, 468135	The Wild Colonial Boys
, 491053	The Wild Magnolias
, 510362	The Wild Swans
, 425761	The Wild Tchoupitoulas
, 325434	The Wilde Flowers
, 484001	The Wilkinsons
, 368128	The Williams Sisters
, 334629	The Willis Brothers
, 665600	The Winans
, 471647	The Wind-Up Bird
, 543752	The Windupdeads
, 412932	The Winnerys
, 494740	The Winstons
, 562723	The Winter Sounds
, 684160	The Wipers
, 458509	The Wireless Stores
, 598151	The Wiseguys
, 609817	The Wiyos
, 606338	The Woggles
, 563034	The Wohlstandskinder
, 558530	The Wolfe Tones
, 519431	The Wolfgang Press
, 496561	The Wolfmen
, 772827	The Wombats
, 608815	The Wonder Stuff
, 593542	The Wonder Years
, 516382	The Woodentops
, 674011	The Word Alive
, 486046	The Workhouse
, 437315	The Workin' Stiffs
, 684865	The Working Title
, 472179	The World On Higher Downs
, 193916	The World Players
, 650565	The World-Band
, 381204	The Worldonfire
, 421764	The Worthless United
, 785230	The Wreckers
, 616908	The Wrens
, 514105	The Wretched Ones
, 678230	The Wrights
, 569278	The Xcerts
, 276375	The Xtraverts
, 533263	The Yachts
, 706353	The Yardbirds
, 482027	The Year Zero
, 435129	The Year of Our Lord
, 706734	The Years Gone By
, 411989	The Yellow Balloon
, 394761	The Yellow Payges
, 433104	The Yellow Press
, 326821	The Yips
, 541305	The Yo-Yo's
, 434475	The Yobs
, 632853	The Young Gods
, 722373	The Young Knives
, 405304	The Young Lovers
, 295778	The Young Offenders Institute
, 604132	The Young Punx
, 686721	The Young Rascals
, 576419	The Young Republic
, 707067	The Youngbloods
, 509048	The Zebras
, 420941	The Zen Tricksters
, 505698	The Zeros
, 571876	The Zico Chain
, 542583	The Ziggens
, 508168	The Zinedines
, 453744	The Zips
, 782301	The Zombies
, 704924	The Zutons
, 377732	The [Law-Rah] Collective
, 548019	The dB's
, 482473	The definitive measure
, 360560	The heartbeat of Krakow
, 35217	The queen machine
, 493386	The rorschach garden
, 409890	The selfcentered spacecadet
, 486913	The soulshake express
, 438044	The wee djs
, 851370	The-Dream
, 29869	The-Quartet
, 472104	TheAudience
, 624792	Thea Gilmore
, 241591	Thea Musgrave
, 688785	Theatre Of Tragedy
, 500270	Theatre Of Voices / Paul Hillier
, 575010	Theatre of Hate
, 640829	Theatres Des Vampires
, 459555	Thee 50's High Teens
, 629102	Thee Butcher's Orchestra
, 443893	Thee Fine Lines
, 538561	Thee Flanders
, 534655	Thee Headcoatees
, 580995	Thee Headcoats
, 321271	Thee Headcoats Sect
, 343498	Thee Hydrogen Terrors
, 369436	Thee Hyphen
, 667204	Thee Hypnotics
, 460713	Thee Maddkatt Courtship III
, 586628	Thee Merry Widows
, 487390	Thee Midniters
, 443354	Thee Mighty Caesers
, 544776	Thee Milkshakes
, 655559	Thee More Shallows
, 472954	Thee S.T.P.
, 743188	Thee Shams
, 585956	Thee Silver Mt. Zion Memorial Orchestra
, 431270	Thee Unstrung
, 600223	Thee Zu
, 489838	Thee_ Stranded Horse
, 488416	Their Hearts Were Full Of Spring
, 588242	Thelma Houston
, 577270	Thelonious Monk Big Band
, 759044	Thelonious Monk Quartet
, 611347	Thelonious Monk Quartet With John Coltrane
, 578031	Thelonious Monk Quintet
, 759044	Thelonious Monk Septet
, 472054	Thelonious Monster
, 766573	Thelonius Monk
, 792906	Them Crooked Vultures
, 377537	Them Wranch
, 476486	Theme Music
, 509008	Themroc
, 479737	Then Jerico
, 358648	Theo Beckford's Group
, 458937	Theo Hakola
, 427290	Theo Maassen
, 598173	Theo Parrish
, 557492	Theo Tams
, 408833	Theo Tucker
, 651037	Theodis Ealey
, 555254	Theodor Bastard
, 486767	Theodor Zox
, 535892	Theodore
, 75125	Theodore Morrison
, 428325	Theodore Shapiro
, 420327	Theodore Unit feat. Trife
, 376160	Theodosii Spassov
, 303945	Theola Kilgore
, 657078	Theophilus London
, 569648	Theoretical Girl
, 482263	Theoretical Girls
, 405598	Theory Hazit
, 469456	Theory In Practice
, 787031	Theory Of A Deadman
, 627004	There For Tomorrow
, 621621	Theresa Andersson
, 558449	Thermo
, 545733	Thermostatic
, 490142	These Animal Men
, 573712	These Are Powers
, 675624	These Arms Are Snakes
, 632471	These Green Eyes
, 471563	These Immortal Souls
, 553722	These Modern Socks
, 706350	These New Puritans
, 606290	These United States
, 416821	Thesubletter
, 429441	Theuns Jordaan
, 569055	They Came From The Stars (I Saw Them)
, 326648	They Came From The Stars I Saw Them
, 497982	They Live By Night
, 768533	They Might Be Giants
, 415681	They Shoot Horses Don't they
, 675546	Thick As Blood
, 452585	Thierry Cham
, 452013	Thierry Hazard
, 40816	Thierry de Brünhoff
, 805164	Thievery Corporation
, 709914	Thieves And Villains
, 727209	Thieves Like Us
, 804182	Thin Lizzy
, 488705	Thin White Rope
, 395930	Things To Come
, 508013	Thingy
, 540072	Think
, 610993	Think About Life
, 462884	Think About Mutation
, 485523	Think Twice
, 461341	Thinking Fellers Union Local 282
, 436774	Thinking Plague
, 348242	Thinkman
, 517796	Thione Seck_ Rehab-Egypt
, 819323	Third Day
, 507893	Third Degree
, 462382	Third Ear Band
, 791272	Third Eye Blind
, 519790	Third Eye Foundation
, 458659	Third Rail
, 507956	Third Sight
, 600226	Third World
, 569426	Thirst
, 299715	Thirstin Howl The 3rd & Rack Lo
, 656380	Thirsty Merc
, 307949	Thirsty Moon
, 612778	Thirteen
, 631494	Thirteen Floor
, 754770	Thirteen Senses
, 59400	Thirteen at Midnight
, 408087	Thirteenth Exile
, 532384	This Beautiful Mess
, 662338	This Beautiful Republic
, 433694	This Burning Effigy
, 381397	This Computer Kills
, 712504	This Day & Age
, 498317	This Day Forward
, 703951	This Ending
, 529590	This Et Al
, 327861	This Familiar Smile
, 288221	This Is Head
, 677550	This Is Hell
, 545781	This Is Menace
, 529508	This Is The Kit
, 555683	This Island Earth
, 675551	This Moment
, 546647	This Moment In Black History
, 573166	This Morn Omina
, 624161	This Mortal Coil
, 432641	This Or The Apocalypse
, 496974	This Perfect Day
, 793815	This Providence
, 661841	This Romantic Tragedy
, 487492	This Runs Through
, 666395	This Town Needs Guns
, 710683	This Will Destroy You
, 424654	This Year's Model
, 528499	This is a Process of a Still Life
, 469371	Thistle
, 523463	Thom Hell
, 800932	Thom Yorke
, 490399	Thomas Anders
, 643228	Thomas Bangalter
, 425627	Thomas Battenstein
, 333862	Thomas Berger
, 532863	Thomas Bronzwaer
, 435832	Thomas Coastline
, 497126	Thomas Cunningham
, 591319	Thomas D / André Heller
, 490635	Thomas Denver Jonsson
, 496814	Thomas Di Leva
, 641354	Thomas Dolby
, 634832	Thomas Dutronc / Marie Modiano
, 618653	Thomas Dybdahl
, 627644	Thomas Fehlmann
, 396990	Thomas Feijk
, 597409	Thomas Fersen
, 553401	Thomas Fraser
, 575116	Thomas Function
, 600550	Thomas Godoj
, 64134	Thomas Godoj & Fady Maalouf
, 554466	Thomas Gold & Lee Cabrera
, 388574	Thomas Gold & Matthias Menck
, 383263	Thomas Jefferson Slave Apartments
, 471313	Thomas Krome
, 536149	Thomas Leer
, 443102	Thomas Lemmer
, 504881	Thomas Mapfumo_ The Blacks Unlimited
, 264256	Thomas Morris & His Seven Hot Babies
, 670662	Thomas Newman
, 0	Thomas Orlando
, 534273	Thomas P.Heckmann
, 591283	Thomas Penton & Thee-O
, 540428	Thomas Sagstad
, 796308	Thomas Schumacher
, 632901	Thomas Tantrum
, 402026	Thomas Trouble vs. Paul Grogan
, 648702	Thompson Twins
, 482994	Thorbjørn Risager
, 343335	Thorinshield
, 623544	Thornley
, 587697	Thorns
, 663136	Those Dancing Days
, 387593	Those Dreaded Gnats
, 414294	Those Guys
, 458007	Those Poor Bastards
, 415350	Those Unknown
, 331008	Those Unkown
, 552911	Those Usual Suspects
, 578750	Those Who Lie Beneath
, 473282	Thou Art Lord
, 423520	Thought Industry
, 503197	Thought Riot
, 539189	ThousShaltNot
, 805958	Thousand Foot Krutch
, 335983	Thr3shold
, 498200	Threat From Outer Space
, 718996	Threat Signal
, 488229	Threats
, 414388	Three 'N One
, 833590	Three 6 Mafia
, 207491	Three 6 Mafia Three 6 Mafia feat. Frayser Boy
, 258327	Three 6 Mafia Three 6 Mafia feat. Lil' Flip
, 646524	Three Bad Jacks
, 354701	Three Crosses
, 861025	Three Days Grace
, 682693	Three Dog Night
, 615023	Three Drives On A Vinyl
, 560798	Three Fish
, 354496	Three Friends
, 411492	Three Is A Crowd
, 153606	Three M-Men
, 485773	Three O'Clock
, 361028	Three Pruned Men
, 467916	Three Second Kiss
, 302674	Three Suns
, 496295	Three Trapped Tigers
, 541427	Three cheers for dirty featuring Blondin
, 619990	Threshold
, 873239	Thrice
, 391079	Thrill Da Playa
, 552494	Thriller U
, 403383	Throb
, 652779	Throbbing Gristle
, 528061	Throes Of Dawn
, 389316	Throneberry
, 550343	Throttlerod
, 496213	Through The Sparks
, 740969	Through the Eyes of the Dead
, 646267	Throw Me The Statue
, 574355	Throw Rag
, 392081	Throw That Beat In The Garbagecan!
, 648926	Throw The Fight
, 782248	Throwdown
, 625464	Throwing Muses
, 570170	Thrushes
, 505953	Thrust
, 482747	Thug Dirt
, 573493	Thug Life
, 439661	Thuja
, 527617	Thumb
, 474866	Thumper
, 324202	Thunder Beat
, 494638	Thunder Express
, 674065	Thunderball
, 624302	Thunderbirds Are Now!
, 559758	Thunderclap Newman
, 689590	Thunderheist
, 606080	Thunderstone
, 771686	Thursday
, 185775	Thurston
, 460896	Thurston Harris
, 539087	Thurston Moore
, 495126	Thy Serpent
, 641191	Thyrfing
, 597734	Thåström
, 27457	Théophil
, 519785	Tia Carrera
, 539746	Tiago Bettencourt
, 620081	Tiago Iorc
, 657111	Tiamat
, 477624	Tibe
, 268419	Tibet Team Frankfurt
, 563878	Tic Tac Toe
, 287653	Tich Gwilym
, 694949	Tickle Me Pink
, 596838	Tickley Feather
, 617597	Ticon
, 503074	Tiddey
, 653393	Tides Of Man
, 484867	Tidy Boys
, 557705	Tiefighter
, 577472	Tierney Sutton
, 47713	Tiers monde
, 471977	Tieum
, 702201	Tiffany
, 751698	Tiffany Evans
, 568074	Tiffany Giardina
, 623014	Tift Merritt
, 803087	Tiga
, 530383	Tiga & Zyntherius
, 700754	Tiger
, 746375	Tiger Army
, 582113	Tiger Lillies
, 621826	Tiger Lou
, 470121	Tiger Man
, 567042	Tiger Stripes
, 629547	Tigercity
, 559754	Tigers That Talked
, 601295	Tigerstyle
, 591941	Tigertailz
, 430412	Tiggy
, 449241	Tight Fit
, 407121	Tigran Oganezov
, 575086	Tihuana
, 434551	Tijuana
, 527438	Tijuana Cartel
, 449925	Tijuana Hercules
, 582257	Tijuana No!
, 649766	Tiken Jah Fakoly
, 586746	Tiktak
, 976696	Tila Tequila
, 533106	Tiles
, 758192	Till Brönner / Sergio Mendes
, 541522	Till Von Sein
, 644868	Till West & DJ Delicious
, 426692	Till West & Eddie Thoneick vs. Alexandra Prince
, 518818	Tiller's Folly
, 691911	Tilly & The Wall
, 437229	Tilman Ehrhorn
, 259633	Tilman Sillescu
, 390228	Tilopa
, 432859	Tiltmeter
, 489538	Tim
, 537149	Tim 'Love' Lee
, 518382	Tim 'Ripper' Owens
, 583319	Tim Armstrong
, 605351	Tim Barry
, 446912	Tim Berg
, 589659	Tim Besamusca featuring Three Faces
, 521303	Tim Bowman
, 734334	Tim Buckley
, 551695	Tim Burgess
, 496612	Tim Carroll
, 611233	Tim Christensen
, 691289	Tim Deluxe
, 524594	Tim Easton
, 421670	Tim Eriksen & Riley Baugus
, 620502	Tim Exile
, 376841	Tim Feehan
, 613152	Tim Finn
, 424309	Tim Fischer
, 616074	Tim Fite
, 507787	Tim Green
, 579463	Tim Hardin
, 322033	Tim Hawkins
, 701838	Tim Hecker
, 85081	Tim Hornsby
, 642355	Tim Hughes
, 471578	Tim Janis
, 511432	Tim Keegan
, 462768	Tim Kinsella
, 515445	Tim Knol
, 508610	Tim Koch
, 417515	Tim Letteer
, 531492	Tim O'Reagan
, 563972	Tim O'brien
, 368513	Tim Preijers
, 443242	Tim Rayborn
, 502734	Tim Rogers
, 439847	Tim Rushlow
, 349225	Tim Staffell
, 437472	Tim Surrett
, 496511	Tim Van Eyken
, 515682	Tim Vanhamel
, 459797	Tim Wilson
, 479897	Timati
, 541928	Timbalada
, 838485	Timbaland / Katy Perry
, 632361	Timber Timbre
, 589931	Timbiriche
, 530708	Timbuk 3
, 611976	Timbuktu
, 570496	Time
, 683005	Time Again
, 450907	Time Bandits
, 411191	Time Factory
, 533768	Time Has Come
, 445072	Time Passing
, 458385	Time Requiem
, 473523	Time Spent Driving
, 399220	Time To Time
, 469780	Time Zone featuring John Lydon & Afrika Bambaataa
, 691621	Time and Distance
, 477163	Time in Malta
, 503877	Time of Orchids
, 465617	Timebox
, 685757	Times New Viking
